"vendita_sk","cliente_sk","prodotto_sk","data_sk","spedizione_sk","quantita","ordine_id","prezzo_unitario","sconto","ricavi"
17754,18921,7,1549,8821,1,9090,"407.07","5.00","386.72"
17755,9075,30,1737,8822,1,9091,"1484.42","15.00","1261.76"
17756,9075,34,1737,8822,3,9091,"364.11","0.00","1092.33"
17757,9075,25,1737,8822,2,9091,"835.67","0.00","1671.34"
17758,14025,7,1580,8823,2,9092,"407.07","0.00","814.14"
17759,17449,2,1951,8824,1,9093,"445.08","5.00","422.83"
17760,8341,20,1522,8825,1,9094,"922.14","0.00","922.14"
17761,8341,33,1522,8825,1,9094,"73.31","0.00","73.31"
17762,19146,28,1604,8826,1,9095,"528.07","0.00","528.07"
17763,19146,24,1604,8826,2,9095,"519.26","0.00","1038.52"
17764,19146,9,1604,8826,1,9095,"1425.18","0.00","1425.18"
17765,17960,27,2075,8827,1,9096,"1315.30","0.00","1315.30"
17766,18234,11,1954,8828,1,9098,"1158.25","10.00","1042.43"
17767,12224,21,2107,8829,2,9099,"62.01","0.00","124.02"
17768,12224,13,2107,8829,1,9099,"1104.74","0.00","1104.74"
17769,2825,29,1441,8830,1,9100,"998.86","5.00","948.92"
17770,2825,9,1441,8830,2,9100,"1425.18","0.00","2850.36"
17771,2825,32,1441,8830,1,9100,"225.07","0.00","225.07"
17772,17792,7,1913,8831,1,9101,"407.07","0.00","407.07"
17773,15316,21,2013,8832,2,9102,"62.01","0.00","124.02"
17774,3249,16,2088,8833,3,9103,"246.85","0.00","740.55"
17775,3249,5,2088,8833,3,9103,"1325.60","20.00","3181.44"
17776,3249,17,2088,8833,1,9103,"632.68","0.00","632.68"
17777,12881,34,1737,8834,1,9104,"364.11","20.00","291.29"
17778,12881,14,1737,8834,1,9104,"1113.24","10.00","1001.92"
17779,11508,19,1739,8835,2,9106,"1143.41","0.00","2286.82"
17780,11508,29,1739,8835,1,9106,"998.86","0.00","998.86"
17781,6635,13,1880,8836,1,9107,"1104.74","0.00","1104.74"
17782,18486,14,1845,8837,1,9108,"1113.24","0.00","1113.24"
17783,15660,34,1891,8838,1,9109,"364.11","0.00","364.11"
17784,15660,3,1891,8838,1,9109,"1172.87","0.00","1172.87"
17785,143,8,1584,8839,1,9110,"1163.68","15.00","989.13"
17786,11850,22,2099,8840,1,9111,"70.60","0.00","70.60"
17787,11850,9,2099,8840,1,9111,"1425.18","20.00","1140.14"
17788,5954,24,1653,8841,1,9112,"519.26","0.00","519.26"
17789,5954,10,1653,8841,1,9112,"853.01","0.00","853.01"
17790,5954,7,1653,8841,1,9112,"407.07","0.00","407.07"
17791,5954,3,1653,8841,2,9112,"1172.87","5.00","2228.45"
17792,8748,5,1662,8842,3,9113,"1325.60","0.00","3976.80"
17793,8748,17,1662,8842,3,9113,"632.68","0.00","1898.04"
17794,1407,18,1724,8843,1,9114,"209.45","5.00","198.98"
17795,1407,20,1724,8843,1,9114,"922.14","0.00","922.14"
17796,17984,20,1869,8844,1,9115,"922.14","0.00","922.14"
17797,4875,10,1561,8845,1,9116,"853.01","0.00","853.01"
17798,17052,8,1810,8846,1,9117,"1163.68","0.00","1163.68"
17799,17052,32,1810,8846,1,9117,"225.07","0.00","225.07"
17800,17052,27,1810,8846,1,9117,"1315.30","5.00","1249.54"
17801,17052,6,1810,8846,2,9117,"1004.53","10.00","1808.15"
17802,3323,15,2126,8847,1,9118,"223.11","15.00","189.64"
17803,3323,32,2126,8847,1,9118,"225.07","10.00","202.56"
17804,3323,8,2126,8847,2,9118,"1163.68","5.00","2210.99"
17805,4312,2,1656,8848,1,9119,"445.08","0.00","445.08"
17806,4312,29,1656,8848,1,9119,"998.86","5.00","948.92"
17807,4312,21,1656,8848,1,9119,"62.01","5.00","58.91"
17808,4312,4,1656,8848,2,9119,"855.56","0.00","1711.12"
17809,2542,23,1884,8849,3,9120,"1284.93","0.00","3854.79"
17810,2542,5,1884,8849,1,9120,"1325.60","5.00","1259.32"
17811,2542,11,1884,8849,1,9120,"1158.25","10.00","1042.43"
17812,2382,12,2002,8850,1,9121,"1303.57","0.00","1303.57"
17813,11568,2,1855,8851,2,9122,"445.08","0.00","890.16"
17814,4756,4,1911,8852,1,9123,"855.56","10.00","770.00"
17815,4756,25,1911,8852,1,9123,"835.67","0.00","835.67"
17816,4756,32,1911,8852,2,9123,"225.07","0.00","450.14"
17817,19163,7,1799,8853,1,9124,"407.07","10.00","366.36"
17818,15114,10,1584,8854,1,9125,"853.01","0.00","853.01"
17819,15114,8,1584,8854,1,9125,"1163.68","10.00","1047.31"
17820,17110,4,1617,8855,1,9126,"855.56","0.00","855.56"
17821,14217,4,1989,8856,1,9127,"855.56","0.00","855.56"
17822,3985,31,2122,8857,1,9128,"110.61","0.00","110.61"
17823,3985,17,2122,8857,1,9128,"632.68","10.00","569.41"
17824,2585,32,1963,8858,1,9129,"225.07","5.00","213.82"
17825,2585,31,1963,8858,1,9129,"110.61","0.00","110.61"
17826,2585,15,1963,8858,1,9129,"223.11","0.00","223.11"
17827,13648,30,1552,8859,1,9130,"1484.42","5.00","1410.20"
17828,15885,18,1568,8860,2,9131,"209.45","5.00","397.96"
17829,3056,18,1450,8861,1,9132,"209.45","0.00","209.45"
17830,3056,17,1450,8861,1,9132,"632.68","0.00","632.68"
17831,18251,30,1531,8862,1,9133,"1484.42","20.00","1187.54"
17832,18251,16,1531,8862,1,9133,"246.85","0.00","246.85"
17833,10865,22,2085,8863,1,9134,"70.60","0.00","70.60"
17834,10865,2,2085,8863,1,9134,"445.08","20.00","356.06"
17835,10757,27,1482,8864,1,9135,"1315.30","0.00","1315.30"
17836,10792,27,2069,8865,1,9136,"1315.30","10.00","1183.77"
17837,10792,19,2069,8865,2,9136,"1143.41","0.00","2286.82"
17838,19154,6,1552,8866,2,9137,"1004.53","5.00","1908.61"
17839,19154,25,1552,8866,1,9137,"835.67","5.00","793.89"
17840,19154,11,1552,8866,1,9137,"1158.25","0.00","1158.25"
17841,5799,1,2032,8867,2,9138,"859.64","5.00","1633.32"
17842,5799,16,2032,8867,2,9138,"246.85","0.00","493.70"
17843,5799,6,2032,8867,2,9138,"1004.53","0.00","2009.06"
17844,5799,25,2032,8867,1,9138,"835.67","0.00","835.67"
17845,2526,12,1554,8868,1,9139,"1303.57","0.00","1303.57"
17846,2526,20,1554,8868,2,9139,"922.14","5.00","1752.07"
17847,6666,33,2034,8869,1,9140,"73.31","0.00","73.31"
17848,6666,5,2034,8869,1,9140,"1325.60","0.00","1325.60"
17849,12183,27,1645,8870,1,9141,"1315.30","0.00","1315.30"
17850,12182,26,1946,8871,1,9142,"909.52","0.00","909.52"
17851,12182,7,1946,8871,1,9142,"407.07","0.00","407.07"
17852,12182,9,1946,8871,2,9142,"1425.18","5.00","2707.84"
17853,6659,28,2034,8872,1,9143,"528.07","0.00","528.07"
17854,6659,9,2034,8872,1,9143,"1425.18","0.00","1425.18"
17855,17147,33,1938,8873,1,9144,"73.31","0.00","73.31"
17856,17147,26,1938,8873,1,9144,"909.52","20.00","727.62"
17857,17147,10,1938,8873,2,9144,"853.01","0.00","1706.02"
17858,17147,31,1938,8873,1,9144,"110.61","5.00","105.08"
17859,17147,9,1938,8873,1,9144,"1425.18","0.00","1425.18"
17860,5294,11,1912,8874,1,9145,"1158.25","0.00","1158.25"
17861,12412,17,1816,8875,1,9146,"632.68","20.00","506.14"
17862,12412,27,1816,8875,1,9146,"1315.30","0.00","1315.30"
17863,4084,13,1999,8876,1,9147,"1104.74","5.00","1049.50"
17864,12948,20,1662,8877,1,9148,"922.14","5.00","876.03"
17865,13021,25,1932,8878,1,9149,"835.67","0.00","835.67"
17866,2183,15,2077,8879,1,9150,"223.11","10.00","200.80"
17867,2183,29,2077,8879,1,9150,"998.86","5.00","948.92"
17868,19231,18,1486,8880,1,9151,"209.45","0.00","209.45"
17869,19231,27,1486,8880,2,9151,"1315.30","5.00","2499.07"
17870,17956,7,1963,8881,3,9152,"407.07","5.00","1160.15"
17871,17956,26,1963,8881,1,9152,"909.52","0.00","909.52"
17872,17956,4,1963,8881,1,9152,"855.56","5.00","812.78"
17873,1948,16,1887,8882,1,9153,"246.85","0.00","246.85"
17874,1948,31,1887,8882,1,9153,"110.61","0.00","110.61"
17875,1948,26,1887,8882,1,9153,"909.52","0.00","909.52"
17876,1948,27,1887,8882,1,9153,"1315.30","10.00","1183.77"
17877,9680,1,1469,8883,1,9154,"859.64","15.00","730.69"
17878,9680,22,1469,8883,1,9154,"70.60","0.00","70.60"
17879,9680,30,1469,8883,1,9154,"1484.42","0.00","1484.42"
17880,5380,23,1467,8884,3,9155,"1284.93","0.00","3854.79"
17881,5380,35,1467,8884,1,9155,"1082.98","5.00","1028.83"
17882,16578,1,1476,8885,1,9156,"859.64","0.00","859.64"
17883,16578,14,1476,8885,1,9156,"1113.24","0.00","1113.24"
17884,495,20,1739,8886,2,9157,"922.14","0.00","1844.28"
17885,3239,4,1721,8887,1,9158,"855.56","0.00","855.56"
17886,3657,10,1813,8888,1,9159,"853.01","0.00","853.01"
17887,3657,20,1813,8888,1,9159,"922.14","0.00","922.14"
17888,3657,1,1813,8888,1,9159,"859.64","0.00","859.64"
17889,6381,9,2039,8889,1,9160,"1425.18","0.00","1425.18"
17890,6381,3,2039,8889,1,9160,"1172.87","0.00","1172.87"
17891,10171,9,1561,8890,1,9161,"1425.18","5.00","1353.92"
17892,15280,29,1626,8891,1,9162,"998.86","0.00","998.86"
17893,15280,26,1626,8891,1,9162,"909.52","15.00","773.09"
17894,5341,23,2034,8892,1,9163,"1284.93","0.00","1284.93"
17895,4639,22,1944,8893,1,9164,"70.60","0.00","70.60"
17896,4639,3,1944,8893,1,9164,"1172.87","15.00","996.94"
17897,12088,21,1420,8894,1,9165,"62.01","0.00","62.01"
17898,5387,3,1609,8895,1,9166,"1172.87","0.00","1172.87"
17899,5387,27,1609,8895,1,9166,"1315.30","15.00","1118.01"
17900,3798,34,1647,8896,1,9167,"364.11","15.00","309.49"
17901,3798,13,1647,8896,1,9167,"1104.74","0.00","1104.74"
17902,17857,7,1795,8897,1,9168,"407.07","0.00","407.07"
17903,916,28,1950,8898,1,9169,"528.07","5.00","501.67"
17904,916,4,1950,8898,2,9169,"855.56","0.00","1711.12"
17905,916,22,1950,8898,1,9169,"70.60","5.00","67.07"
17906,11689,10,1606,8899,1,9170,"853.01","0.00","853.01"
17907,11689,13,1606,8899,1,9170,"1104.74","0.00","1104.74"
17908,11689,7,1606,8899,1,9170,"407.07","10.00","366.36"
17909,9694,11,1526,8900,1,9171,"1158.25","0.00","1158.25"
17910,9694,4,1526,8900,1,9171,"855.56","0.00","855.56"
17911,9694,31,1526,8900,1,9171,"110.61","0.00","110.61"
17912,14491,28,2102,8901,3,9172,"528.07","5.00","1505.00"
17913,14491,26,2102,8901,1,9172,"909.52","0.00","909.52"
17914,14491,14,2102,8901,1,9172,"1113.24","0.00","1113.24"
17915,14491,11,2102,8901,1,9172,"1158.25","10.00","1042.43"
17916,2040,13,1831,8902,2,9173,"1104.74","5.00","2099.01"
17917,2040,3,1831,8902,1,9173,"1172.87","0.00","1172.87"
17918,2040,30,1831,8902,1,9173,"1484.42","0.00","1484.42"
17919,18979,10,1516,8903,1,9174,"853.01","0.00","853.01"
17920,6275,33,2070,8904,1,9175,"73.31","0.00","73.31"
17921,6275,17,2070,8904,1,9175,"632.68","5.00","601.05"
17922,6275,5,2070,8904,2,9175,"1325.60","15.00","2253.52"
17923,11149,23,1572,8905,1,9176,"1284.93","0.00","1284.93"
17924,11149,3,1572,8905,1,9176,"1172.87","0.00","1172.87"
17925,11149,25,1572,8905,2,9176,"835.67","5.00","1587.77"
17926,11149,21,1572,8905,1,9176,"62.01","0.00","62.01"
17927,10612,9,1813,8906,3,9177,"1425.18","5.00","4061.76"
17928,12564,35,1789,8907,1,9178,"1082.98","0.00","1082.98"
17929,12564,8,1789,8907,3,9178,"1163.68","0.00","3491.04"
17930,14032,2,1911,8908,1,9179,"445.08","5.00","422.83"
17931,14032,9,1911,8908,2,9179,"1425.18","0.00","2850.36"
17932,2300,29,2027,8909,1,9180,"998.86","5.00","948.92"
17933,2078,33,1470,8910,2,9181,"73.31","15.00","124.63"
17934,15460,32,2029,8911,1,9182,"225.07","10.00","202.56"
17935,15460,6,2029,8911,2,9182,"1004.53","5.00","1908.61"
17936,15460,15,2029,8911,1,9182,"223.11","0.00","223.11"
17937,14460,34,2116,8912,2,9183,"364.11","0.00","728.22"
17938,14460,6,2116,8912,1,9183,"1004.53","0.00","1004.53"
17939,6599,35,1616,8913,2,9184,"1082.98","0.00","2165.96"
17940,12273,20,1426,8914,1,9185,"922.14","0.00","922.14"
17941,15185,3,1572,8915,1,9186,"1172.87","5.00","1114.23"
17942,11099,29,1590,8916,1,9188,"998.86","5.00","948.92"
17943,16949,31,1664,8917,1,9189,"110.61","0.00","110.61"
17944,16949,18,1664,8917,1,9189,"209.45","0.00","209.45"
17945,16949,19,1664,8917,1,9189,"1143.41","10.00","1029.07"
17946,7929,24,1624,8918,2,9190,"519.26","5.00","986.59"
17947,7929,16,1624,8918,2,9190,"246.85","0.00","493.70"
17948,13570,1,1926,8919,3,9191,"859.64","15.00","2192.08"
17949,13570,14,1926,8919,1,9191,"1113.24","0.00","1113.24"
17950,13570,15,1926,8919,2,9191,"223.11","10.00","401.60"
17951,14288,12,1745,8920,1,9192,"1303.57","10.00","1173.21"
17952,14288,22,1745,8920,1,9192,"70.60","0.00","70.60"
17953,12895,2,1894,8921,1,9193,"445.08","15.00","378.32"
17954,13837,27,1824,8922,1,9194,"1315.30","10.00","1183.77"
17955,18531,16,1554,8923,1,9197,"246.85","0.00","246.85"
17956,1674,7,2127,8924,1,9198,"407.07","0.00","407.07"
17957,1674,2,2127,8924,1,9198,"445.08","10.00","400.57"
17958,1587,3,1944,8925,1,9199,"1172.87","10.00","1055.58"
17959,11769,5,2145,8926,1,9200,"1325.60","5.00","1259.32"
17960,6962,30,2123,8927,1,9201,"1484.42","5.00","1410.20"
17961,14193,13,1987,8928,1,9202,"1104.74","15.00","939.03"
17962,14193,5,1987,8928,3,9202,"1325.60","0.00","3976.80"
17963,17483,6,1939,8929,1,9203,"1004.53","0.00","1004.53"
17964,17483,33,1939,8929,1,9203,"73.31","0.00","73.31"
17965,9120,1,2129,8930,1,9204,"859.64","0.00","859.64"
17966,9120,13,2129,8930,1,9204,"1104.74","0.00","1104.74"
17967,9120,6,2129,8930,1,9204,"1004.53","0.00","1004.53"
17968,8042,5,1975,8931,1,9205,"1325.60","0.00","1325.60"
17969,19286,26,1687,8932,1,9206,"909.52","0.00","909.52"
17970,19286,5,1687,8932,1,9206,"1325.60","5.00","1259.32"
17971,19286,27,1687,8932,1,9206,"1315.30","0.00","1315.30"
17972,19286,22,1687,8932,1,9206,"70.60","5.00","67.07"
17973,14515,24,1793,8933,1,9207,"519.26","0.00","519.26"
17974,14515,21,1793,8933,2,9207,"62.01","0.00","124.02"
17975,14515,29,1793,8933,1,9207,"998.86","5.00","948.92"
17976,14515,3,1793,8933,2,9207,"1172.87","0.00","2345.74"
17977,14606,8,1587,8934,3,9208,"1163.68","0.00","3491.04"
17978,14606,24,1587,8934,1,9208,"519.26","0.00","519.26"
17979,14606,21,1587,8934,1,9208,"62.01","0.00","62.01"
17980,14606,23,1587,8934,1,9208,"1284.93","0.00","1284.93"
17981,5422,6,1456,8935,1,9209,"1004.53","0.00","1004.53"
17982,18027,1,1991,8936,1,9210,"859.64","0.00","859.64"
17983,812,1,1778,8937,1,9211,"859.64","5.00","816.66"
17984,10416,22,2004,8938,1,9212,"70.60","15.00","60.01"
17985,19404,6,1712,8939,1,9213,"1004.53","0.00","1004.53"
17986,19404,33,1712,8939,1,9213,"73.31","0.00","73.31"
17987,7188,14,1617,8940,1,9214,"1113.24","0.00","1113.24"
17988,7188,28,1617,8940,2,9214,"528.07","0.00","1056.14"
17989,13423,6,1811,8941,1,9215,"1004.53","0.00","1004.53"
17990,15898,25,1852,8942,2,9216,"835.67","0.00","1671.34"
17991,13354,27,1812,8943,2,9217,"1315.30","0.00","2630.60"
17992,13354,28,1812,8943,2,9217,"528.07","0.00","1056.14"
17993,13354,29,1812,8943,1,9217,"998.86","5.00","948.92"
17994,12216,20,1753,8944,3,9218,"922.14","20.00","2213.14"
17995,19585,34,2093,8945,1,9219,"364.11","0.00","364.11"
17996,19585,25,2093,8945,1,9219,"835.67","5.00","793.89"
17997,19585,33,2093,8945,1,9219,"73.31","0.00","73.31"
17998,7487,12,1986,8946,1,9221,"1303.57","0.00","1303.57"
17999,7487,26,1986,8946,1,9221,"909.52","15.00","773.09"
18000,7487,33,1986,8946,1,9221,"73.31","0.00","73.31"
18001,7487,35,1986,8946,1,9221,"1082.98","0.00","1082.98"
18002,880,7,1791,8947,1,9222,"407.07","0.00","407.07"
18003,1379,16,1885,8948,1,9223,"246.85","0.00","246.85"
18004,18461,23,1539,8949,2,9224,"1284.93","0.00","2569.86"
18005,9309,27,1888,8950,1,9225,"1315.30","5.00","1249.54"
18006,9309,16,1888,8950,1,9225,"246.85","0.00","246.85"
18007,9309,17,1888,8950,1,9225,"632.68","0.00","632.68"
18008,14914,12,2006,8951,1,9226,"1303.57","5.00","1238.39"
18009,14914,16,2006,8951,2,9226,"246.85","0.00","493.70"
18010,14914,17,2006,8951,1,9226,"632.68","0.00","632.68"
18011,7010,12,1450,8952,1,9227,"1303.57","5.00","1238.39"
18012,6776,18,1785,8953,1,9228,"209.45","0.00","209.45"
18013,5042,27,1943,8954,1,9229,"1315.30","0.00","1315.30"
18014,9738,17,1441,8955,2,9230,"632.68","10.00","1138.82"
18015,1917,23,1881,8956,1,9231,"1284.93","0.00","1284.93"
18016,1917,9,1881,8956,1,9231,"1425.18","15.00","1211.40"
18017,13966,13,1869,8957,1,9232,"1104.74","15.00","939.03"
18018,18589,18,2064,8958,1,9233,"209.45","5.00","198.98"
18019,18589,33,2064,8958,1,9233,"73.31","0.00","73.31"
18020,15685,4,1562,8959,2,9234,"855.56","0.00","1711.12"
18021,15685,1,1562,8959,1,9234,"859.64","0.00","859.64"
18022,15685,29,1562,8959,1,9234,"998.86","10.00","898.97"
18023,360,15,1757,8960,2,9235,"223.11","5.00","423.91"
18024,360,20,1757,8960,1,9235,"922.14","0.00","922.14"
18025,360,16,1757,8960,1,9235,"246.85","15.00","209.82"
18026,57,33,1974,8961,1,9236,"73.31","5.00","69.64"
18027,57,29,1974,8961,1,9236,"998.86","0.00","998.86"
18028,57,6,1974,8961,2,9236,"1004.53","0.00","2009.06"
18029,12960,10,1441,8962,3,9237,"853.01","0.00","2559.03"
18030,12960,29,1441,8962,1,9237,"998.86","0.00","998.86"
18031,12960,31,1441,8962,1,9237,"110.61","5.00","105.08"
18032,17103,32,1873,8963,1,9238,"225.07","5.00","213.82"
18033,3049,35,1647,8964,1,9239,"1082.98","10.00","974.68"
18034,3049,16,1647,8964,1,9239,"246.85","5.00","234.51"
18035,3049,28,1647,8964,1,9239,"528.07","5.00","501.67"
18036,14265,3,1421,8965,1,9240,"1172.87","5.00","1114.23"
18037,14265,21,1421,8965,1,9240,"62.01","0.00","62.01"
18038,14265,8,1421,8965,1,9240,"1163.68","5.00","1105.50"
18039,17924,33,1821,8966,1,9241,"73.31","5.00","69.64"
18040,17924,3,1821,8966,1,9241,"1172.87","0.00","1172.87"
18041,17924,6,1821,8966,1,9241,"1004.53","15.00","853.85"
18042,13438,20,1763,8967,1,9242,"922.14","10.00","829.93"
18043,13438,10,1763,8967,1,9242,"853.01","0.00","853.01"
18044,13438,13,1763,8967,1,9242,"1104.74","0.00","1104.74"
18045,13438,35,1763,8967,1,9242,"1082.98","0.00","1082.98"
18046,1774,12,1714,8968,1,9243,"1303.57","10.00","1173.21"
18047,15611,18,1523,8969,1,9244,"209.45","0.00","209.45"
18048,15611,7,1523,8969,2,9244,"407.07","5.00","773.43"
18049,15611,9,1523,8969,2,9244,"1425.18","0.00","2850.36"
18050,4172,16,1794,8970,1,9245,"246.85","0.00","246.85"
18051,3734,23,1906,8971,1,9246,"1284.93","5.00","1220.68"
18052,9568,27,1580,8972,1,9247,"1315.30","0.00","1315.30"
18053,9568,33,1580,8972,3,9247,"73.31","0.00","219.93"
18054,13043,7,1768,8973,1,9248,"407.07","20.00","325.66"
18055,13907,13,1701,8974,1,9249,"1104.74","15.00","939.03"
18056,13907,16,1701,8974,1,9249,"246.85","0.00","246.85"
18057,8518,8,1948,8975,1,9250,"1163.68","5.00","1105.50"
18058,8518,15,1948,8975,1,9250,"223.11","10.00","200.80"
18059,8518,29,1948,8975,1,9250,"998.86","0.00","998.86"
18060,8518,5,1948,8975,1,9250,"1325.60","10.00","1193.04"
18061,3782,11,2113,8976,1,9251,"1158.25","0.00","1158.25"
18062,9128,11,1960,8977,1,9252,"1158.25","10.00","1042.43"
18063,8289,19,1856,8978,1,9253,"1143.41","10.00","1029.07"
18064,8289,29,1856,8978,1,9253,"998.86","0.00","998.86"
18065,11007,17,1880,8979,2,9254,"632.68","0.00","1265.36"
18066,11007,31,1880,8979,1,9254,"110.61","20.00","88.49"
18067,14089,34,1754,8980,2,9255,"364.11","0.00","728.22"
18068,10200,29,1515,8981,1,9256,"998.86","0.00","998.86"
18069,10200,14,1515,8981,1,9256,"1113.24","0.00","1113.24"
18070,10200,21,1515,8981,2,9256,"62.01","0.00","124.02"
18071,1021,1,1552,8982,1,9257,"859.64","0.00","859.64"
18072,15778,19,1692,8983,1,9258,"1143.41","15.00","971.90"
18073,15778,30,1692,8983,1,9258,"1484.42","0.00","1484.42"
18074,3613,1,2043,8984,1,9259,"859.64","5.00","816.66"
18075,3613,25,2043,8984,1,9259,"835.67","0.00","835.67"
18076,15204,9,1653,8985,2,9260,"1425.18","0.00","2850.36"
18077,15204,33,1653,8985,1,9260,"73.31","0.00","73.31"
18078,15204,10,1653,8985,1,9260,"853.01","15.00","725.06"
18079,14195,22,1458,8986,1,9261,"70.60","0.00","70.60"
18080,14195,12,1458,8986,1,9261,"1303.57","0.00","1303.57"
18081,14195,9,1458,8986,1,9261,"1425.18","0.00","1425.18"
18082,8037,7,2117,8987,1,9262,"407.07","0.00","407.07"
18083,8037,23,2117,8987,1,9262,"1284.93","0.00","1284.93"
18084,8037,13,2117,8987,1,9262,"1104.74","0.00","1104.74"
18085,8037,30,2117,8987,1,9262,"1484.42","0.00","1484.42"
18086,14788,11,1481,8988,1,9263,"1158.25","0.00","1158.25"
18087,17175,25,1480,8989,2,9264,"835.67","15.00","1420.64"
18088,17175,10,1480,8989,1,9264,"853.01","5.00","810.36"
18089,6140,32,2101,8990,1,9265,"225.07","10.00","202.56"
18090,18488,22,1741,8991,1,9266,"70.60","5.00","67.07"
18091,18488,33,1741,8991,1,9266,"73.31","0.00","73.31"
18092,17579,19,1792,8992,1,9267,"1143.41","5.00","1086.24"
18093,8698,24,1430,8993,1,9268,"519.26","0.00","519.26"
18094,2154,22,1471,8994,1,9269,"70.60","10.00","63.54"
18095,2154,31,1471,8994,1,9269,"110.61","10.00","99.55"
18096,2154,5,1471,8994,3,9269,"1325.60","5.00","3777.96"
18097,11745,33,2008,8995,1,9270,"73.31","0.00","73.31"
18098,1416,4,2030,8996,2,9271,"855.56","0.00","1711.12"
18099,13763,18,1969,8997,2,9272,"209.45","0.00","418.90"
18100,14286,20,1534,8998,2,9273,"922.14","15.00","1567.64"
18101,14286,8,1534,8998,1,9273,"1163.68","15.00","989.13"
18102,14286,22,1534,8998,1,9273,"70.60","0.00","70.60"
18103,2509,34,1887,8999,1,9274,"364.11","10.00","327.70"
18104,2509,29,1887,8999,1,9274,"998.86","0.00","998.86"
18105,12042,2,1723,9000,1,9276,"445.08","5.00","422.83"
18106,13340,2,1767,9001,1,9277,"445.08","5.00","422.83"
18107,13340,3,1767,9001,1,9277,"1172.87","0.00","1172.87"
18108,13726,30,1836,9002,1,9278,"1484.42","5.00","1410.20"
18109,13726,2,1836,9002,1,9278,"445.08","0.00","445.08"
18110,13726,23,1836,9002,1,9278,"1284.93","0.00","1284.93"
18111,18395,10,1914,9003,1,9279,"853.01","20.00","682.41"
18112,17445,10,1554,9004,1,9280,"853.01","5.00","810.36"
18113,3402,23,1572,9005,1,9281,"1284.93","0.00","1284.93"
18114,3402,26,1572,9005,1,9281,"909.52","0.00","909.52"
18115,6039,15,1958,9006,1,9282,"223.11","5.00","211.95"
18116,6039,28,1958,9006,1,9282,"528.07","5.00","501.67"
18117,444,32,1720,9007,1,9284,"225.07","0.00","225.07"
18118,444,3,1720,9007,1,9284,"1172.87","10.00","1055.58"
18119,444,2,1720,9007,1,9284,"445.08","20.00","356.06"
18120,1726,34,2072,9008,1,9285,"364.11","0.00","364.11"
18121,15152,31,1887,9009,1,9286,"110.61","0.00","110.61"
18122,15152,35,1887,9009,1,9286,"1082.98","5.00","1028.83"
18123,15152,1,1887,9009,1,9286,"859.64","0.00","859.64"
18124,15152,4,1887,9009,1,9286,"855.56","10.00","770.00"
18125,4737,27,2052,9010,1,9287,"1315.30","0.00","1315.30"
18126,5679,9,1646,9011,1,9288,"1425.18","0.00","1425.18"
18127,9826,24,1430,9012,1,9289,"519.26","5.00","493.30"
18128,9826,4,1430,9012,1,9289,"855.56","0.00","855.56"
18129,10512,15,1434,9013,2,9290,"223.11","20.00","356.98"
18130,10512,26,1434,9013,1,9290,"909.52","0.00","909.52"
18131,10512,35,1434,9013,1,9290,"1082.98","10.00","974.68"
18132,13360,3,1537,9014,1,9291,"1172.87","5.00","1114.23"
18133,13360,34,1537,9014,1,9291,"364.11","15.00","309.49"
18134,2490,1,1928,9015,2,9292,"859.64","0.00","1719.28"
18135,2490,15,1928,9015,1,9292,"223.11","5.00","211.95"
18136,11730,18,1553,9016,1,9293,"209.45","5.00","198.98"
18137,11730,1,1553,9016,1,9293,"859.64","10.00","773.68"
18138,11730,16,1553,9016,1,9293,"246.85","0.00","246.85"
18139,11419,9,1473,9017,1,9294,"1425.18","5.00","1353.92"
18140,11419,20,1473,9017,1,9294,"922.14","0.00","922.14"
18141,7228,15,1449,9018,1,9295,"223.11","0.00","223.11"
18142,7228,13,1449,9018,3,9295,"1104.74","15.00","2817.09"
18143,7228,3,1449,9018,1,9295,"1172.87","10.00","1055.58"
18144,8536,3,1663,9019,1,9296,"1172.87","5.00","1114.23"
18145,8536,7,1663,9019,1,9296,"407.07","5.00","386.72"
18146,4693,32,1618,9020,1,9297,"225.07","0.00","225.07"
18147,4693,13,1618,9020,1,9297,"1104.74","0.00","1104.74"
18148,18738,33,1926,9021,1,9298,"73.31","10.00","65.98"
18149,14378,1,1776,9022,1,9299,"859.64","0.00","859.64"
18150,14378,10,1776,9022,2,9299,"853.01","5.00","1620.72"
18151,8137,5,1631,9023,1,9300,"1325.60","5.00","1259.32"
18152,8137,9,1631,9023,1,9300,"1425.18","5.00","1353.92"
18153,4763,24,1675,9024,1,9301,"519.26","10.00","467.33"
18154,4763,26,1675,9024,2,9301,"909.52","0.00","1819.04"
18155,1791,21,1881,9025,3,9302,"62.01","5.00","176.73"
18156,9779,26,1898,9026,1,9303,"909.52","0.00","909.52"
18157,15694,30,1963,9027,1,9304,"1484.42","5.00","1410.20"
18158,6958,10,1999,9028,1,9305,"853.01","0.00","853.01"
18159,508,22,1988,9029,1,9306,"70.60","20.00","56.48"
18160,508,20,1988,9029,1,9306,"922.14","0.00","922.14"
18161,508,17,1988,9029,1,9306,"632.68","0.00","632.68"
18162,508,14,1988,9029,3,9306,"1113.24","5.00","3172.73"
18163,7056,10,1675,9030,1,9307,"853.01","0.00","853.01"
18164,7056,5,1675,9030,1,9307,"1325.60","0.00","1325.60"
18165,7056,4,1675,9030,1,9307,"855.56","0.00","855.56"
