House_ID,Neighborhood,Property_type,Rooms,Surface,Elevator,Floor_type,Floor_number,Outdoor_surface,Rent
103422,Monti,Flat,3,95,1,Upper,2,817.53,1750
103995,Castelli Romani,Flat,3,80,0,Upper,1,317.14,800
102562,Piazza Navona,Flat,2,50,0,Upper,3,580.99,1450
105590,Parioli,Flat,5,20,1,Mezzanine,"0.5",69.88,550
103456,Parioli,Flat,6,150,0,Upper,5,850.04,2000
103435,Monte sacro,Flat,3,70,1,Upper,3,146.05,750
104350,Parioli,Flat,3,90,1,Upper,4,580.50,1500
104923,Trastevere,Flat,2,60,1,Upper,1,764.63,1100
104714,Trigoria,Flat,2,40,0,Ground floor,0,192.89,600
104330,Piazza Navona,Flat,3,65,1,Upper,2,589.18,1600
103650,Cinecittà,Flat,4,80,1,Upper,3,528.83,850
103467,Castelli Romani,Flat,2,80,1,Mezzanine,"0.5",194.17,700
103766,Montagnola,Flat,3,85,1,Upper,1,498.09,1000
104211,Cinecittà,Flat,4,75,1,Upper,7,398.83,800
102120,Collatino,Flat,2,75,1,Upper,7,417.79,800
103077,Marconi,Penthouse,2,40,1,Upper,9,212.89,600
102298,Monte sacro,Flat,3,55,1,Upper,3,177.27,600
102192,Prati,Flat,2,65,0,Upper,2,416.64,1100
102352,Cassia,Flat,2,65,1,Ground floor,0,574.90,900
102583,Castelli Romani,Flat,3,60,0,Upper,3,258.20,550
104353,Piazza Navona,Flat,2,60,1,Upper,3,441.56,1400
102612,Monte sacro,Flat,3,70,0,Upper,3,403.27,850
104364,Parioli,Flat,4,90,1,Mezzanine,"0.5",626.67,1500
105853,Castelli Romani,Flat,2,65,1,Ground floor,0,260.44,500
102856,Montagnola,Flat,2,60,1,Upper,3,210.19,800
105661,Trastevere,Flat,2,70,1,Upper,2,426.84,1100
103434,Castelli Romani,Villa,3,85,1,Upper,1,420.73,850
104105,Trastevere,Penthouse,2,80,1,Upper,4,767.72,1550
103637,Castelli Romani,Flat,2,45,1,Ground floor,0,201.16,400
104235,Trastevere,Flat,3,65,1,Upper,2,448.24,1200
104352,Cassia,Flat,3,75,0,Ground floor,0,493.16,1300
104880,Cinecittà,Flat,3,85,1,Upper,1,343.15,850
105780,Monte sacro,Penthouse,2,55,1,Upper,5,302.20,700
104224,Marconi,Flat,2,75,1,Upper,3,251.94,950
104072,Piazza Navona,Flat,2,70,1,Upper,3,730.78,1500
105453,Castelli Romani,Flat,2,55,0,Upper,2,301.47,500
105821,Piazza Navona,Flat,4,135,0,Upper,3,1070.58,2300
105447,Cinecittà,Flat,3,80,0,Upper,2,471.75,1000
102790,Cinecittà,Flat,4,60,1,Upper,3,267.60,750
105028,Monti,Flat,2,50,0,Upper,1,265.72,850
104522,Collatino,Flat,3,90,1,Upper,2,323.61,1050
103470,Cinecittà,Flat,2,65,1,Upper,2,117.14,750
102217,Portuense,Flat,3,80,0,Upper,1,370.21,850
104174,Castelli Romani,Flat,3,65,0,Upper,2,96.87,400
103263,Cinecittà,Flat,2,65,1,Upper,8,229.71,750
102360,Marconi,Flat,2,65,0,Upper,2,227.88,750
105175,EUR,Flat,4,120,0,Upper,3,699.74,1500
102388,Prati,Flat,2,60,0,Upper,3,265.11,1200
102898,Castelli Romani,Flat,3,70,1,Upper,1,362.05,600
104412,Parioli,Flat,3,100,1,Upper,2,565.75,1400
105676,Piazza Navona,Flat,2,50,1,Upper,1,513.47,1600
103911,Cinecittà,Flat,2,75,1,Upper,1,535.91,700
103617,Piazza Navona,Flat,2,70,1,Upper,1,654.49,1550
104999,Castelli Romani,House,4,120,1,Upper,1,442.00,1200
105682,Prati,Flat,2,70,1,Upper,1,438.65,1100
102070,Monte sacro,Flat,2,50,0,Ground floor,0,274.23,550
105958,Termini,Flat,3,85,0,Upper,4,486.77,1050
105530,Parioli,Flat,4,135,1,Upper,5,976.90,2050
102396,Prati,Flat,4,95,0,Upper,8,739.10,1450
105411,Parioli,Flat,2,70,1,Upper,1,747.83,1350
105204,Piazza Navona,Penthouse,5,150,0,Upper,1,1020.21,2550
105138,Cinecittà,Flat,2,40,1,Ground floor,0,188.56,600
102749,Monte sacro,Flat,2,60,1,Upper,3,499.82,700
102329,Cassia,Flat,4,130,0,Upper,3,683.37,1650
104191,Castelli Romani,Flat,3,85,0,Upper,3,10.00,700
103015,Piazza Navona,Flat,2,65,1,Upper,4,606.23,1500
105631,Monte sacro,Flat,2,75,1,Upper,2,285.66,750
104335,Castelli Romani,Flat,3,65,0,Upper,1,350.65,700
105429,Termini,Flat,2,70,0,Ground floor,0,68.26,900
103324,Monti,Flat,3,80,1,Upper,2,592.26,1300
103723,Parioli,Flat,2,70,1,Upper,2,359.21,1200
105123,Collatino,Flat,3,80,0,Upper,4,362.76,800
102986,Infernetto,Flat,2,50,1,Ground floor,0,183.11,550
103829,Prati,Flat,3,110,1,Upper,2,840.45,1500
102641,Parioli,Penthouse,2,65,0,Upper,6,325.66,1150
105726,Monte sacro,Flat,2,35,1,Upper,2,116.29,650
104552,Castelli Romani,Flat,3,65,0,Upper,2,327.71,750
103232,Ostia,Flat,2,50,1,Upper,4,128.01,550
103875,Infernetto,Flat,4,80,1,Upper,2,328.32,750
102732,Cassia,Flat,3,70,0,Upper,2,369.44,1000
103835,Cassia,Flat,2,70,0,Upper,4,290.14,1000
102077,Infernetto,Flat,3,65,1,Upper,3,249.62,650
105321,Prati,Flat,2,45,1,Upper,7,480.93,850
102876,Parioli,Flat,3,100,1,Upper,1,514.95,1500
105687,Trastevere,Flat,2,80,1,Upper,1,356.56,1200
103067,Castelli Romani,Flat,2,60,1,Ground floor,0,198.37,500
102593,Piazza Navona,Flat,2,60,1,Upper,4,821.75,1500
102694,Cassia,Flat,4,150,1,Upper,4,825.75,1800
103275,Collatino,Flat,2,75,1,Upper,5,276.78,750
105248,Cassia,Flat,2,70,0,Ground floor,0,267.40,750
102642,Monte sacro,Flat,2,70,1,Upper,2,398.49,750
102318,Collatino,Penthouse,3,75,1,Upper,9,433.22,1000
105116,Parioli,Flat,2,65,1,Ground floor,0,364.57,900
104374,Piazza Navona,Flat,2,50,1,Upper,3,562.76,1350
105163,Collatino,Flat,3,90,0,Upper,3,646.34,1000
104507,Cassia,Flat,2,95,0,Ground floor,0,300.59,1050
104253,Collatino,Flat,3,75,1,Upper,5,104.86,750
104329,Castelli Romani,Flat,3,75,1,Upper,1,176.49,650
103612,Cassia,Flat,4,150,1,Upper,3,844.23,1900
102503,Collatino,Flat,2,40,1,Upper,1,262.64,450
103021,Cinecittà,Flat,3,75,1,Upper,4,321.02,900
104900,Trastevere,Flat,4,120,0,Upper,2,1022.59,2000
104183,Termini,Flat,2,55,0,Upper,1,374.58,850
103578,Cassia,Flat,2,30,1,Upper,1,493.54,650
103628,Castelli Romani,Flat,3,80,0,Upper,3,302.37,750
104118,Infernetto,Flat,2,50,0,Ground floor,0,170.02,500
102535,Piazza Navona,Flat,3,95,0,Upper,1,880.16,1800
104479,Monte sacro,Flat,2,40,1,Ground floor,0,183.38,600
105361,Cassia,Flat,4,65,0,Upper,6,653.26,1200
104282,Castelli Romani,Flat,2,45,1,Upper,2,401.04,400
102912,Castelli Romani,Flat,2,55,1,Upper,1,339.28,500
104184,Collatino,Flat,2,45,1,Upper,1,224.14,650
103503,Collatino,Flat,4,90,1,Upper,6,450.17,1200
104624,Parioli,Flat,2,40,1,Ground floor,0,302.69,700
104963,Prati,Flat,2,55,1,Upper,4,329.10,900
104630,Cinecittà,Flat,3,80,1,Upper,5,335.37,750
104160,Collatino,Flat,4,100,0,Upper,3,237.85,1000
103172,Monte sacro,Flat,2,75,1,Upper,2,237.41,850
105562,Infernetto,Flat,2,65,0,Upper,2,490.03,700
102729,Infernetto,Flat,2,60,1,Upper,2,217.49,550
104471,Castelli Romani,Flat,2,55,1,Ground floor,0,180.50,550
104383,Prati,Flat,3,85,1,Upper,1,533.29,1200
103825,Piazza Navona,Flat,4,95,1,Upper,2,757.50,1800
105220,Parioli,Flat,3,85,1,Upper,2,442.09,1200
104234,EUR,Penthouse,3,115,1,Upper,1,516.41,1400
105534,Cinecittà,Penthouse,2,60,1,Upper,3,325.12,700
105022,Marconi,Flat,2,40,1,Ground floor,0,258.44,650
104981,Parioli,Flat,4,90,0,Upper,3,453.09,1250
105651,Cinecittà,Flat,2,35,1,Upper,3,446.35,550
102700,Infernetto,Flat,4,75,1,Upper,2,234.55,750
104442,Marconi,Flat,6,95,1,Upper,7,450.66,1100
105046,Trastevere,Flat,2,65,1,Upper,2,665.21,1100
105741,Portuense,Flat,3,95,1,Upper,2,254.27,900
102614,Infernetto,Flat,2,55,1,Upper,4,185.28,450
104246,Cinecittà,Flat,2,50,1,Mezzanine,"0.5",313.73,650
103098,Piazza Navona,Flat,3,100,1,Upper,2,693.61,1800
103542,Infernetto,Flat,3,40,1,Ground floor,0,234.59,500
105062,Ostia,Flat,3,75,1,Upper,4,252.06,700
104294,Monti,Flat,2,50,1,Upper,3,207.52,1000
103640,Prati,Flat,2,80,1,Upper,1,541.43,1200
102795,Castelli Romani,Flat,4,85,1,Upper,1,352.56,700
103678,Castelli Romani,Flat,3,85,1,Upper,2,168.19,900
102760,Magliana,Flat,3,60,1,Ground floor,0,216.65,650
104899,Infernetto,Flat,2,55,1,Ground floor,0,424.75,650
105720,Piazza Navona,Flat,2,55,1,Upper,1,381.91,1200
104863,Cinecittà,Flat,2,65,1,Upper,3,304.02,850
105406,Prati,Flat,3,85,1,Upper,3,663.73,1500
103887,Prati,Flat,3,80,0,Upper,2,639.54,1500
105505,Parioli,Flat,6,170,0,Upper,1,959.46,2100
105549,Prati,Flat,2,70,1,Upper,2,417.65,1000
104791,Castelli Romani,Flat,2,65,1,Upper,3,53.86,500
105274,Prati,Flat,4,105,0,Upper,4,987.88,1550
104656,Castelli Romani,Flat,2,55,1,Upper,1,198.42,300
105188,Parioli,Flat,3,120,1,Upper,3,593.19,1500
105486,Trastevere,Flat,3,50,1,Upper,2,347.89,1000
105134,Termini,Flat,2,40,1,Upper,2,262.94,900
105634,Termini,Flat,2,50,1,Upper,3,307.14,700
104340,Prati,Flat,3,85,1,Upper,8,510.34,1300
105153,Prati,Flat,5,110,0,Mezzanine,"0.5",415.07,1450
103011,Infernetto,Flat,2,40,1,Ground floor,0,81.20,600
102233,Cinecittà,Flat,3,65,1,Upper,3,323.84,750
103902,Monti,Flat,3,80,1,Upper,3,479.77,1300
104682,Castelli Romani,Flat,2,55,1,Mezzanine,"0.5",319.38,550
105280,Aventino,Flat,2,45,0,Upper,1,313.84,900
105176,Collatino,Flat,2,65,1,Ground floor,0,242.27,700
102656,Parioli,Flat,2,70,1,Upper,4,212.13,1100
102725,Parioli,Flat,3,90,1,Upper,2,569.54,1350
104214,Cassia,Flat,3,100,1,Upper,3,490.10,1200
102603,Prati,Flat,2,75,1,Upper,2,614.53,1200
103114,Marconi,Flat,2,75,1,Upper,4,211.73,950
105259,Prati,Flat,4,80,1,Upper,2,479.42,1300
105927,Monte sacro,Flat,2,60,1,Upper,1,211.61,750
104132,Termini,Flat,3,75,0,Upper,4,316.87,1000
105344,Parioli,Flat,2,70,0,Upper,7,164.10,1000
102855,Collatino,Flat,3,85,1,Upper,7,384.72,950
105507,EUR,Flat,2,65,1,Upper,1,252.11,800
102545,Montagnola,Flat,4,110,1,Upper,4,523.73,1300
104090,Prati,Flat,2,45,0,Upper,3,608.88,1000
105007,Ostia,Flat,2,70,1,Upper,4,10.89,700
104843,Trigoria,Flat,3,70,1,Ground floor,0,442.64,650
102239,Piazza Navona,Flat,2,65,1,Upper,3,551.49,1550
104095,Monti,Flat,4,90,1,Upper,3,703.51,1650
103591,Castelli Romani,Flat,2,60,1,Upper,2,153.85,550
102204,Prati,Flat,2,45,1,Upper,1,226.90,900
104641,Collatino,Flat,2,40,0,Ground floor,0,212.57,550
102181,Piazza Navona,Flat,2,75,1,Upper,2,611.55,1600
102359,Parioli,Flat,3,70,1,Ground floor,0,564.10,1200
105430,Prati,Flat,2,50,1,Ground floor,0,276.01,800
102890,Parioli,Flat,4,100,1,Upper,1,635.96,1500
104906,Castelli Romani,House,2,35,1,Upper,1,278.74,400
102781,Cinecittà,Flat,3,95,1,Mezzanine,"0.5",476.63,1100
104379,Piazza Navona,Flat,2,50,1,Upper,3,711.80,1300
103287,Monti,Flat,2,50,0,Ground floor,0,418.41,900
102674,Portuense,Flat,2,70,0,Upper,3,377.43,800
102466,Cassia,Flat,2,50,1,Upper,1,79.80,700
102925,Collatino,Flat,2,70,0,Upper,4,437.27,800
102989,Castelli Romani,Flat,3,60,1,Upper,1,395.24,500
103996,Testaccio,Flat,3,60,1,Upper,2,299.35,1100
105258,Castelli Romani,Flat,3,80,0,Ground floor,0,381.43,550
104466,Collatino,Flat,3,90,0,Upper,5,211.20,950
105054,Cinecittà,Flat,2,60,1,Upper,1,247.61,800
103085,Collatino,Flat,3,75,0,Upper,1,279.32,750
105090,Collatino,Flat,3,95,1,Upper,6,430.28,1200
105312,Parioli,Flat,4,125,1,Upper,3,804.87,1600
104187,Prati,Flat,4,135,1,Upper,5,908.94,1800
104406,Monte sacro,Flat,2,70,1,Mezzanine,"0.5",278.28,850
104622,Parioli,Flat,3,90,1,Upper,2,662.93,1500
103286,Parioli,Flat,2,55,1,Upper,1,316.58,700
104740,Cassia,Flat,2,60,1,Ground floor,0,297.86,1000
102974,Aventino,Flat,2,50,1,Upper,2,471.76,1200
102469,Trastevere,Flat,2,85,1,Upper,1,487.47,1500
102774,Parioli,Flat,4,90,1,Mezzanine,"0.5",567.28,1350
104724,Monti,Flat,3,90,1,Upper,1,522.08,1300
105915,Montagnola,Flat,3,70,1,Upper,4,373.69,700
105224,Infernetto,Flat,2,75,0,Upper,2,433.67,650
102837,Castelli Romani,Flat,2,55,1,Ground floor,0,507.24,600
105397,Cinecittà,Flat,4,100,0,Upper,1,293.60,850
102629,Cinecittà,Flat,3,70,1,Upper,3,174.91,750
103455,Castelli Romani,Flat,2,45,1,Upper,2,359.98,450
105600,Monti,Flat,3,90,1,Upper,1,698.19,1300
104787,Collatino,Flat,2,45,0,Upper,3,280.48,650
102997,Prati,Flat,3,100,1,Upper,3,612.13,1500
103701,Castelli Romani,Flat,2,50,1,Upper,1,238.28,400
103963,Piazza Navona,Flat,3,75,1,Upper,3,796.57,1600
103937,Cinecittà,Flat,2,60,1,Upper,3,154.45,700
105094,Cinecittà,Flat,2,50,1,Upper,7,395.16,650
102952,Marconi,Flat,3,80,1,Upper,7,230.87,950
105711,Piazza Navona,Flat,3,90,0,Upper,1,821.92,2000
102977,Prati,Flat,3,55,1,Upper,3,403.53,1000
102170,Trigoria,Flat,2,50,1,Upper,2,157.86,550
103087,Montagnola,Flat,3,65,1,Ground floor,0,488.65,750
104116,Marconi,Flat,2,60,1,Upper,3,241.96,750
104847,Cinecittà,Flat,3,85,1,Upper,7,371.95,1050
102564,Monti,Flat,4,70,1,Upper,3,393.06,1250
104171,Prati,Flat,3,80,1,Upper,5,331.41,1100
104541,Monte sacro,Flat,4,110,0,Upper,7,573.30,1150
105126,Marconi,Flat,2,45,1,Upper,5,441.49,750
102261,Montagnola,Flat,2,70,1,Upper,4,325.77,850
104905,Parioli,Flat,3,65,0,Upper,6,461.43,1000
105580,Infernetto,Flat,2,55,1,Upper,1,179.62,600
102107,Cinecittà,Flat,3,70,0,Upper,1,254.65,750
105222,Piazza Navona,Flat,3,110,1,Upper,3,1178.63,2200
104249,Monte sacro,Flat,2,70,1,Upper,6,169.51,700
103105,EUR,Flat,2,65,1,Upper,3,433.03,950
103291,Parioli,Flat,3,70,1,Ground floor,0,482.13,1100
102846,Aventino,Penthouse,3,75,1,Upper,4,569.05,1400
102041,Parioli,Flat,4,120,1,Upper,4,873.65,1700
103342,Monti,Flat,3,80,0,Upper,1,869.16,1500
103910,Marconi,Flat,3,55,0,Upper,2,174.26,800
104637,Piazza Navona,Flat,3,80,1,Upper,3,882.29,1650
105508,Collatino,Flat,2,75,0,Ground floor,0,256.74,800
103836,Parioli,Flat,2,75,0,Upper,1,195.18,1100
104344,Aventino,Flat,2,45,1,Ground floor,0,303.22,950
102761,Parioli,Penthouse,2,70,1,Upper,5,381.58,1200
103274,Collatino,Flat,2,45,0,Upper,7,10.00,650
103339,Collatino,Flat,4,100,1,Upper,4,226.28,1050
104455,Prati,Flat,3,70,1,Ground floor,0,377.19,1100
104935,Cinecittà,Flat,4,95,1,Upper,1,297.52,850
104320,Infernetto,Flat,4,90,1,Upper,1,99.85,750
105479,Parioli,Flat,2,75,0,Ground floor,0,538.62,1000
105307,Montagnola,Flat,3,80,1,Upper,6,337.15,900
103757,Parioli,Flat,5,170,1,Upper,3,867.28,2250
104256,Castelli Romani,Flat,2,60,1,Upper,1,368.14,650
105874,Trastevere,Flat,4,100,1,Ground floor,0,1004.86,1950
103747,Parioli,Flat,3,100,1,Upper,5,430.66,1400
104797,Monti,Flat,2,40,1,Upper,3,358.15,850
104761,Cinecittà,Flat,4,105,0,Upper,1,264.38,1000
105809,Monti,Flat,2,60,1,Upper,3,314.44,1000
104162,Piazza Navona,Flat,2,60,1,Upper,1,597.18,1450
103841,Prati,Flat,3,65,0,Upper,1,387.74,1200
102253,Cassia,Penthouse,2,45,1,Upper,2,234.49,700
102746,Collatino,Flat,2,75,0,Mezzanine,"0.5",351.92,900
102670,Prati,Flat,2,80,0,Upper,1,409.78,1300
103158,Parioli,Flat,2,50,1,Upper,2,10.00,850
102438,Piazza Navona,Flat,3,45,1,Ground floor,0,534.74,1350
102399,Cassia,Flat,2,60,1,Ground floor,0,143.47,800
104248,Cinecittà,Flat,3,90,0,Upper,1,273.78,850
103966,Prati,Penthouse,2,45,1,Upper,4,534.77,1100
102045,Monte sacro,Flat,5,95,1,Upper,2,298.10,1100
103736,Monti,Flat,4,95,0,Upper,1,634.42,1500
105070,Trastevere,Flat,2,70,1,Upper,1,534.37,1400
105581,Monte sacro,Flat,3,60,1,Ground floor,0,162.95,800
104934,Castelli Romani,House,2,60,1,Upper,1,117.11,700
103436,Collatino,Flat,4,80,1,Upper,5,338.56,850
103337,Cinecittà,Penthouse,3,75,1,Upper,5,369.22,800
105387,Monte sacro,Flat,4,70,0,Ground floor,0,195.67,650
103262,Monti,Flat,3,90,1,Upper,2,416.35,1500
103201,Cinecittà,Flat,2,40,1,Upper,1,231.11,500
105285,Castelli Romani,Flat,3,75,1,Upper,1,449.58,650
105096,Parioli,Flat,2,70,1,Upper,5,461.36,1000
104864,Monti,Flat,2,55,0,Upper,2,235.80,1050
103929,Infernetto,Flat,3,65,0,Upper,3,63.53,650
104825,Castelli Romani,Flat,3,65,1,Upper,1,262.55,700
104639,Cinecittà,Flat,2,60,1,Upper,4,387.74,750
105935,Prati,Flat,3,110,1,Upper,4,415.72,1450
105767,Monte sacro,Flat,3,75,1,Upper,2,10.00,650
104071,Cinecittà,Flat,2,50,0,Upper,2,147.43,650
104757,Prati,Flat,2,60,1,Upper,2,462.82,950
102822,EUR,Flat,4,150,0,Upper,7,732.36,1800
105574,Cinecittà,Flat,2,35,1,Upper,2,41.84,600
104402,Cinecittà,Flat,2,70,1,Upper,5,358.99,850
102009,Castelli Romani,Flat,2,50,0,Upper,1,233.43,450
105431,Monti,Flat,3,85,0,Upper,1,694.48,1400
104892,Monte sacro,Flat,2,45,1,Upper,7,248.61,700
105715,Montagnola,Flat,3,80,1,Upper,2,480.73,850
104059,Piazza Navona,Flat,5,115,0,Upper,1,975.53,2200
104120,Collatino,Flat,3,90,0,Ground floor,0,245.27,850
104970,Trastevere,Flat,3,80,0,Upper,2,695.35,1650
103518,Castelli Romani,Flat,4,100,0,Upper,1,562.77,950
104584,Monte sacro,Flat,2,45,1,Upper,4,88.08,700
102588,Collatino,Flat,3,90,1,Upper,3,441.08,900
102940,Marconi,Flat,2,45,1,Upper,3,65.55,700
104494,Cassia,Flat,2,60,1,Upper,2,429.67,1000
105923,Collatino,Flat,3,80,1,Upper,2,510.38,1100
102326,Piazza Navona,Flat,3,70,1,Upper,1,676.31,1600
105801,Termini,Flat,2,70,1,Upper,3,239.68,1300
103743,Cinecittà,Flat,3,85,0,Upper,7,375.70,800
102205,Monte sacro,Flat,2,75,1,Upper,1,85.88,850
103773,Monti,Flat,3,70,0,Upper,3,578.41,1400
102881,Parioli,Flat,2,40,1,Ground floor,0,306.30,700
102901,Castelli Romani,Flat,3,60,1,Upper,1,235.75,550
105672,Castelli Romani,Flat,2,45,1,Upper,1,248.02,500
102752,Termini,Flat,3,65,0,Upper,3,249.12,1050
102703,Castelli Romani,Villa,3,75,1,Upper,1,440.37,700
104528,Parioli,Penthouse,5,185,1,Upper,4,1200.00,2500
103230,Parioli,Flat,2,50,1,Upper,4,433.05,900
105269,Collatino,Flat,3,65,1,Upper,2,454.92,600
103603,Collatino,Flat,2,70,1,Upper,8,244.36,850
103183,Cinecittà,Flat,2,55,0,Upper,1,287.21,650
103425,Cassia,Flat,2,70,0,Upper,1,327.55,900
103228,EUR,Flat,4,110,1,Upper,4,319.83,1400
104627,Castelli Romani,Flat,3,60,1,Ground floor,0,489.03,650
104347,Collatino,Flat,2,45,1,Ground floor,0,232.75,650
103495,Piazza Navona,Flat,3,105,1,Upper,2,1033.06,2000
102142,Prati,Flat,4,115,1,Upper,1,789.73,1700
105519,Parioli,Flat,2,50,0,Ground floor,0,180.16,700
105024,Trastevere,Flat,2,35,1,Upper,1,248.46,1100
105417,Monte sacro,Flat,2,45,1,Upper,3,57.26,700
104861,Monte sacro,Flat,4,95,1,Upper,3,462.97,950
103741,Cinecittà,Flat,2,75,1,Upper,3,257.95,700
105293,Aventino,Flat,2,55,1,Upper,2,471.28,1150
104002,Castelli Romani,Flat,3,70,1,Upper,1,228.76,550
104557,Testaccio,Flat,2,65,1,Upper,3,391.75,950
101986,Cinecittà,Flat,2,50,1,Upper,2,49.63,650
104729,Castelli Romani,Flat,3,65,0,Ground floor,0,134.84,450
105334,Prati,Flat,4,100,0,Mezzanine,"0.5",771.33,1700
103009,Castelli Romani,Flat,3,60,1,Upper,1,152.92,450
102197,Parioli,Penthouse,2,50,1,Upper,9,357.11,1000
104569,Cinecittà,Flat,3,75,0,Upper,1,408.12,700
102263,Castelli Romani,Flat,3,65,0,Ground floor,0,123.20,650
102401,Marconi,Flat,2,75,0,Upper,4,329.71,850
105357,Monti,Flat,2,55,1,Upper,1,527.27,1100
101995,Castelli Romani,Flat,3,90,1,Upper,1,353.37,800
102171,Castelli Romani,Flat,2,45,1,Upper,1,301.95,350
105641,Prati,Flat,4,105,1,Upper,3,646.54,1500
103117,Marconi,Flat,2,70,1,Upper,1,11.86,850
105763,Cinecittà,Flat,2,45,1,Ground floor,0,183.68,600
104023,Cassia,Flat,2,55,1,Ground floor,0,219.17,800
104924,Prati,Flat,3,85,1,Upper,4,689.57,1400
105918,Prati,Flat,3,65,1,Upper,3,357.12,950
103028,Prati,Flat,3,85,1,Upper,3,402.42,1300
103379,Infernetto,Flat,2,50,1,Upper,6,183.63,600
105115,Collatino,Flat,2,75,0,Upper,5,149.57,700
102295,Portuense,Flat,3,90,1,Ground floor,0,320.23,950
105179,Castelli Romani,Flat,3,100,0,Upper,1,74.14,800
104539,Piazza Navona,Flat,2,50,1,Upper,3,569.16,1500
103216,Collatino,Flat,3,85,1,Upper,4,238.28,950
102238,Parioli,Flat,2,35,0,Ground floor,0,140.03,750
102922,Parioli,Flat,4,75,0,Upper,1,298.13,1200
104560,Ostia,Flat,3,65,1,Mezzanine,"0.5",393.01,650
105034,Piazza Navona,Flat,3,65,0,Upper,4,522.28,1700
105464,Monti,Flat,4,70,1,Upper,1,222.16,1100
103560,Parioli,Flat,5,135,0,Upper,4,842.13,1800
102167,Castelli Romani,Flat,3,95,1,Mezzanine,"0.5",329.88,800
105254,Castelli Romani,Flat,2,40,1,Upper,1,192.72,350
103273,Collatino,Flat,2,45,1,Upper,3,103.83,500
102884,Aventino,Flat,3,75,1,Upper,1,435.00,1400
103132,Cinecittà,Flat,2,40,0,Ground floor,0,141.19,500
104276,Monte sacro,Flat,3,100,1,Upper,3,380.19,1000
103271,Collatino,Flat,2,45,1,Upper,3,209.43,550
102577,Cassia,Flat,2,60,1,Upper,4,441.85,950
104166,Parioli,Flat,2,55,0,Upper,3,433.06,850
104304,Prati,Flat,3,110,1,Upper,3,941.19,1500
102354,Collatino,Flat,2,75,0,Upper,1,112.11,750
105545,Parioli,Flat,4,105,0,Upper,3,390.75,1350
104275,Portuense,Flat,4,110,0,Upper,3,427.56,1200
105620,Cassia,Penthouse,4,165,1,Upper,6,1043.67,2200
102242,Monte sacro,Flat,4,105,1,Upper,6,447.63,1200
105733,Parioli,Flat,3,85,0,Ground floor,0,341.76,1100
104922,Trastevere,Flat,2,50,1,Upper,1,506.64,1000
103037,EUR,Flat,2,50,0,Upper,6,140.36,650
102135,Collatino,Flat,2,60,0,Upper,3,381.53,650
103896,Cinecittà,Flat,3,85,1,Upper,2,438.78,1000
103659,Testaccio,Flat,2,60,1,Upper,2,153.56,900
104805,Montagnola,Flat,4,105,0,Upper,2,232.98,1100
105364,Prati,Flat,3,80,1,Upper,3,554.01,1500
105008,Monti,Flat,2,50,1,Upper,1,281.55,900
105148,Collatino,Flat,3,60,0,Upper,3,463.58,850
103050,Trigoria,Flat,2,55,1,Upper,1,374.36,600
102770,Collatino,Flat,2,60,1,Upper,1,361.52,800
104957,Castelli Romani,Flat,3,55,1,Upper,1,120.20,400
102372,Castelli Romani,Flat,2,60,0,Upper,1,390.77,450
103032,Piazza Navona,Flat,2,50,0,Upper,2,513.63,1450
102381,Collatino,Flat,4,105,1,Ground floor,0,327.49,1050
103318,Cinecittà,Flat,2,40,0,Ground floor,0,110.18,500
102314,Infernetto,Flat,3,60,1,Upper,1,301.62,650
104169,Montagnola,Flat,4,120,1,Upper,4,702.86,1400
105110,Trastevere,Flat,3,55,0,Upper,2,374.66,1100
105537,Parioli,Flat,2,55,1,Ground floor,0,353.48,1000
102442,Parioli,Flat,2,55,1,Upper,6,643.00,1000
103248,Cinecittà,Flat,2,40,0,Ground floor,0,390.34,500
104345,Prati,Flat,3,75,0,Upper,1,601.84,1100
104577,Castelli Romani,Flat,2,60,1,Upper,1,260.72,500
103759,Cassia,Flat,3,95,0,Upper,3,163.29,1000
104325,Trigoria,Flat,3,70,1,Upper,2,291.11,650
102392,Prati,Flat,3,100,0,Upper,4,440.96,1500
103486,Piazza Navona,Flat,3,80,1,Upper,2,666.26,1650
102125,Infernetto,Flat,3,80,1,Upper,1,209.50,650
105947,Parioli,Flat,4,110,1,Upper,3,861.83,1800
102376,Parioli,Flat,2,45,1,Upper,2,328.16,900
104301,Parioli,Flat,3,80,1,Upper,4,552.43,1400
104536,Cinecittà,Flat,3,75,0,Upper,5,280.97,650
102582,Cinecittà,Flat,2,65,1,Upper,1,435.32,700
103361,Aventino,Flat,2,45,1,Ground floor,0,277.96,1000
102127,Cassia,Flat,2,85,1,Ground floor,0,590.16,1100
105833,Prati,Flat,4,80,1,Upper,1,452.70,1500
105691,Parioli,Flat,4,90,1,Mezzanine,"0.5",371.33,1250
104686,Collatino,Flat,3,90,1,Upper,1,430.09,1050
104400,Collatino,Flat,2,55,1,Upper,6,173.23,650
105696,Infernetto,Flat,2,40,1,Upper,1,308.96,500
102741,Cinecittà,Flat,3,80,1,Upper,8,427.79,750
105698,Termini,Flat,3,95,1,Upper,5,508.21,1200
103969,Piazza Navona,Flat,2,60,1,Upper,2,267.35,1450
104553,Prati,Flat,2,75,0,Upper,1,470.13,1150
102094,Infernetto,Flat,3,45,1,Ground floor,0,10.00,500
104611,Monti,Flat,2,55,0,Upper,1,469.00,1200
102829,Montagnola,Flat,2,50,1,Upper,2,169.16,650
